TransferId,BudgetLevel,DocType,BFY,RpioCode,FundCode,FundName,DocumentNumber,ProcessedDate,AhCode,AhName,OrgCode,OrgName,RcCode,DivisionName,AccountCode,ProgramAreaCode,ProgramAreaName,ProgramProjectName,ProgramProjectCode,FromTo,BocCode,BocName,Amount,Purpose
162,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_OPERATION,8/26/2020 15:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRASTRUCTURE AND OPERATIONS,F2,TO,10,PAYROLL,45000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
163,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_OPERATION,8/26/2020 15:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF3,O+A,OPERATIONS AND ADMINISTRATION,ACQUISITION MANAGEMENT,F3,TO,10,PAYROLL,38000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
164,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_OPERATION,8/26/2020 15:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF5,O+A,OPERATIONS AND ADMINISTRATION,HUMAN RESOURCES MANAGEMENT,F5,TO,10,PAYROLL,140000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
165,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_OPERATION,8/26/2020 15:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YG7,O+A,OPERATIONS AND ADMINISTRATION,FINANCIAL ASSISTANCE/ IAG,G7,TO,10,PAYROLL,97000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
166,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_PESTICIDE,8/26/2020 15:10,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,CJ1,PL,PESTICIDES LICENSING,PEST: PROT HUMN HLT PESTICIDES,J1,FROM,10,PAYROLL,40000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
167,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_PESTICIDE,8/26/2020 15:10,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,CJ2,PL,PESTICIDES LICENSING,PEST: PROT ENVIRONMENT; PEST,J2,FROM,10,PAYROLL,115000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
168,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_PESTICIDE,8/26/2020 15:10,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,CJ3,PL,PESTICIDES LICENSING,PEST: VALUE OF AVAIL PEST,J3,FROM,10,PAYROLL,100000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
169,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_RESOURCEC,8/26/2020 15:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D99,RCRA,RESOURCE CONSERVATION AND RECOVERY ACT (RCRA),RCRA:  CORRECTIVE ACTION,99,TO,10,PAYROLL,223000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
170,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_RESOURCEC,8/26/2020 15:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DA1,RCRA,RESOURCE CONSERVATION AND RECOVERY ACT (RCRA),RCRA:  WASTE MANAGEMENT,A1,FROM,10,PAYROLL,31000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
171,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_RESOURCEC,8/26/2020 15:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,F99,RCRA,RESOURCE CONSERVATION AND RECOVERY ACT (RCRA),RCRA:  CORRECTIVE ACTION,99,TO,10,PAYROLL,18000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
172,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_RESOURCEC,8/26/2020 15:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FA1,RCRA,RESOURCE CONSERVATION AND RECOVERY ACT (RCRA),RCRA:  WASTE MANAGEMENT,A1,TO,10,PAYROLL,6000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
173,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_TOXICSRIS,8/26/2020 15:08,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,C95,TRRP,TOXICS RISK REVIEW AND PREVENTION,POLLUTION PREVENTION PROGRAM,95,TO,10,PAYROLL,9000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
174,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_TOXICSRIS,8/26/2020 15:08,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,CD7,TRRP,TOXICS RISK REVIEW AND PREVENTION,TOX SUBS:LEAD RISK RED PROG,D7,TO,10,PAYROLL,45000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
175,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_UNDERGROU,8/26/2020 17:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D86,LUST,UNDERGROUND STORAGE TANKS (LUST / UST),LUST/UST,86,FROM,10,PAYROLL,12000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
176,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_WATERECO,8/26/2020 17:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,B89,WE,WATER:  ECOSYSTEMS,NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS,89,TO,10,PAYROLL,15000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
177,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_WATERECO,8/26/2020 17:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,BE2,WE,WATER:  ECOSYSTEMS,WETLANDS,E2,FROM,10,PAYROLL,66000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
178,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_WATERECO,8/26/2020 17:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,F89,WE,WATER:  ECOSYSTEMS,NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS,89,TO,10,PAYROLL,14000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
179,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_WATERHUM,8/26/2020 17:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,B53,WHHP,WATER: HUMAN HEALTH PROTECTION,DRINKING WATER PROGRAM,53,FROM,10,PAYROLL,81000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
180,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_WATERHUM,8/26/2020 17:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,F53,WHHP,WATER: HUMAN HEALTH PROTECTION,DRINKING WATER PROGRAM,53,TO,10,PAYROLL,15000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
181,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_WATERQUAL,8/26/2020 18:31,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,B88,WQP,WATER QUALITY PROTECTION,MARINE POLLUTION,88,FROM,10,PAYROLL,48000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
182,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_WATERQUAL,8/26/2020 18:31,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,BD4,WQP,WATER QUALITY PROTECTION,SURFACE WATER PROTECTION,D4,TO,10,PAYROLL,191000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
183,7,CRP,2020,06,B,EPM,CRP PAYRASMT_B_WATERQUAL,8/26/2020 18:31,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FD4,WQP,WATER QUALITY PROTECTION,SURFACE WATER PROTECTION,D4,FROM,10,PAYROLL,48000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
184,7,CRP,2020,06,B,EPM,CRP R10PAYRB_BROWNFIELDS,8/26/2020 18:23,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D43,BF,BROWNFIELDS,BROWNFIELDS,43,FROM,10,PAYROLL,10000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
185,7,CRP,2020,06,F,LUST,CRP OB-2020-OMS-LAPTOPRFRSH-F,9/28/2020 19:23,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D86,LUST,UNDERGROUND STORAGE TANKS (LUST / UST),LUST/UST,86,FROM,21,TRAVEL,13000,"ISSUING FUNDS TO OMS FOR REGIONAL LAPTOP REFRESH THIS REPROGRAMMING MOVES FUNDS TO OMS TO FUND REGIONAL LAPTOP REFRESHES. POC: BETH BADEN, 202-564-7628"
186,7,CRP,2020,06,F,LUST,CRP PAYRASMT_F_ENFORCEME,8/26/2020 17:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,E44,ENF,ENFORCEMENT,CIVIL ENFORCEMENT,44,TO,10,PAYROLL,7000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
187,7,CRP,2020,06,F,LUST,CRP PAYRASMT_F_UNDERGROU,8/26/2020 17:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D86,LUST,UNDERGROUND STORAGE TANKS (LUST / UST),LUST/UST,86,TO,10,PAYROLL,126000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
188,7,CRP,2020,06,F,LUST,CRP PAYRASMT_F_UNDERGROU,8/26/2020 17:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,F86,LUST,UNDERGROUND STORAGE TANKS (LUST / UST),LUST/UST,86,FROM,10,PAYROLL,11000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
189,7,CRP,2020,06,H,OIL SPILL,CRP OB-2020-OMS-LAPTOPRFRSH-H,9/28/2020 19:26,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D91,OIL,OIL,"OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",91,FROM,21,TRAVEL,56000,"ISSUING FUNDS TO OMS FOR REGIONAL LAPTOP REFRESH THIS REPROGRAMMING MOVES FUNDS TO OMS TO FUND REGIONAL LAPTOP REFRESHES. POC: BETH BADEN, 202-564-7628"
190,7,CRP,2020,06,H,OIL SPILL,CRP PAYRASMT_H_ENFORCEME,8/26/2020 17:39,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,E44,ENF,ENFORCEMENT,CIVIL ENFORCEMENT,44,TO,10,PAYROLL,25000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
191,7,CRP,2020,06,H,OIL SPILL,CRP PAYRASMT_H_OIL,8/26/2020 18:23,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D91,OIL,OIL,"OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",91,FROM,10,PAYROLL,98000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
192,7,CRP,2020,06,T,SUPERFUND,CRP 06-2020-20T-C9-6MSD-110520,11/16/2020 20:54,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,TO,10,PAYROLL,4537.25,R6 FY20 SF NOA PAYROLL REALIGNMENT THIS REPROGRAM SHIFTS FY20 PAYROLL FUNDS BETWEEN PROGRAM PROJECTS WHICH ALIGNS FORECASTED PROJECTIONS WITH ACTUAL EXPENDITURES. THERE IS NO NEGATIVE IMPACT TO THE LOSING PROGRAM PROJECTS. TARGETED WORKLOADS COVERED WITH REMAINING RESOURCES. POCS: COREY BONNELL 214-665-7432/JOHN SPELMAN 214-665-7425
193,7,CRP,2020,06,T,SUPERFUND,CRP 06-2020-20T-C9-6MSD-110520,11/16/2020 20:54,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC8,SF,SUPERFUND CLEANUP,SUPERFUND:  EPA EMERGENCY PREPAREDNESS,C8,TO,10,PAYROLL,3044.55,R6 FY20 SF NOA PAYROLL REALIGNMENT THIS REPROGRAM SHIFTS FY20 PAYROLL FUNDS BETWEEN PROGRAM PROJECTS WHICH ALIGNS FORECASTED PROJECTIONS WITH ACTUAL EXPENDITURES. THERE IS NO NEGATIVE IMPACT TO THE LOSING PROGRAM PROJECTS. TARGETED WORKLOADS COVERED WITH REMAINING RESOURCES. POCS: COREY BONNELL 214-665-7432/JOHN SPELMAN 214-665-7425
194,7,CRP,2020,06,T,SUPERFUND,CRP 06-2020-20T-C9-6MSD-110520,11/16/2020 20:54,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC9,SF,SUPERFUND CLEANUP,SUPERFUND:  FEDERAL FACILITIES,C9,FROM,10,PAYROLL,14059.53,R6 FY20 SF NOA PAYROLL REALIGNMENT THIS REPROGRAM SHIFTS FY20 PAYROLL FUNDS BETWEEN PROGRAM PROJECTS WHICH ALIGNS FORECASTED PROJECTIONS WITH ACTUAL EXPENDITURES. THERE IS NO NEGATIVE IMPACT TO THE LOSING PROGRAM PROJECTS. TARGETED WORKLOADS COVERED WITH REMAINING RESOURCES. POCS: COREY BONNELL 214-665-7432/JOHN SPELMAN 214-665-7425
195,7,CRP,2020,06,T,SUPERFUND,CRP 06-2020-20T-C9-6MSD-110520,11/16/2020 20:54,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,10,PAYROLL,3652.15,R6 FY20 SF NOA PAYROLL REALIGNMENT THIS REPROGRAM SHIFTS FY20 PAYROLL FUNDS BETWEEN PROGRAM PROJECTS WHICH ALIGNS FORECASTED PROJECTIONS WITH ACTUAL EXPENDITURES. THERE IS NO NEGATIVE IMPACT TO THE LOSING PROGRAM PROJECTS. TARGETED WORKLOADS COVERED WITH REMAINING RESOURCES. POCS: COREY BONNELL 214-665-7432/JOHN SPELMAN 214-665-7425
196,7,CRP,2020,06,T,SUPERFUND,CRP 06-2020-20T-C9-6MSD-110520,11/16/2020 20:54,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,TO,10,PAYROLL,2825.58,R6 FY20 SF NOA PAYROLL REALIGNMENT THIS REPROGRAM SHIFTS FY20 PAYROLL FUNDS BETWEEN PROGRAM PROJECTS WHICH ALIGNS FORECASTED PROJECTIONS WITH ACTUAL EXPENDITURES. THERE IS NO NEGATIVE IMPACT TO THE LOSING PROGRAM PROJECTS. TARGETED WORKLOADS COVERED WITH REMAINING RESOURCES. POCS: COREY BONNELL 214-665-7432/JOHN SPELMAN 214-665-7425
197,7,CRP,2020,06,T,SUPERFUND,CRP 06-2021-SF-0001,11/23/2020 14:23,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,10,PAYROLL,3000,EOY SF DEFACTO CLEAN-UP_BFS IMPORT ISSUING FUNDS FOR EOY SF DEFACTO CLEAN-UP_BFS IMPORT CONTACT HEATHER CHANDLER (214.665.8032)
198,7,CRP,2020,06,T,SUPERFUND,CRP 06-2021-SF-0001,11/23/2020 14:23,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,TO,10,PAYROLL,3000,EOY SF DEFACTO CLEAN-UP_BFS IMPORT ISSUING FUNDS FOR EOY SF DEFACTO CLEAN-UP_BFS IMPORT CONTACT HEATHER CHANDLER (214.665.8032)
199,7,CRP,2020,06,T,SUPERFUND,CRP OB-2020-OMS-EDISCOVERY-T,10/9/2020 11:39,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,21,TRAVEL,162514,THIS RP FUNDS E DISCOVERY THIS REPROGRAMMING MOVES FUNDS TO FUND EDISCOVERY. POC OCFO/OB
200,7,CRP,2020,06,T,SUPERFUND,CRP OB-2020-OMS-EDISCOVERY-T,10/9/2020 11:39,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRASTRUCTURE AND OPERATIONS,F2,FROM,21,TRAVEL,29765.46,THIS RP FUNDS E DISCOVERY THIS REPROGRAMMING MOVES FUNDS TO FUND EDISCOVERY. POC OCFO/OB
201,7,CRP,2020,06,T,SUPERFUND,CRP OB-2020-OMS-EDISCOVERY-T,10/9/2020 11:39,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,FROM,21,TRAVEL,1500,THIS RP FUNDS E DISCOVERY THIS REPROGRAMMING MOVES FUNDS TO FUND EDISCOVERY. POC OCFO/OB
202,7,CRP,2020,06,T,SUPERFUND,CRP OB-2020-OMS-ELECRECORDS,9/28/2020 19:53,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,FROM,10,PAYROLL,18000,ISSUING FUNDS TO OMS FOR ELECTRONIC RECORDS THIS REPROGRAMMING MOVES FUNDS TO OMS TO FUND ELECTRONIC RECORDS. POC OCFO/OB
203,7,CRP,2020,06,T,SUPERFUND,CRP PAYRASMT_T_ENFORCEME,8/26/2020 18:24,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,10,PAYROLL,151000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
204,7,CRP,2020,06,T,SUPERFUND,CRP PAYRASMT_T_ENFORCEME,8/26/2020 18:24,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,10,PAYROLL,131000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
205,7,CRP,2020,06,T,SUPERFUND,CRP PAYRASMT_T_HOMELANDS,8/26/2020 18:24,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D72,HS,HOMELAND SECURITY,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",72,FROM,10,PAYROLL,131000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
206,7,CRP,2020,06,T,SUPERFUND,CRP PAYRASMT_T_OPERATION,8/26/2020 18:24,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JE5,O+A,OPERATIONS AND ADMINISTRATION,"CENT. PLAN., BUDGET, & FINANCE",E5,TO,10,PAYROLL,133000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
207,7,CRP,2020,06,T,SUPERFUND,CRP PAYRASMT_T_OPERATION,8/26/2020 18:24,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRASTRUCTURE AND OPERATIONS,F2,TO,10,PAYROLL,13000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
208,7,CRP,2020,06,T,SUPERFUND,CRP PAYRASMT_T_OPERATION,8/26/2020 18:24,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF3,O+A,OPERATIONS AND ADMINISTRATION,ACQUISITION MANAGEMENT,F3,TO,10,PAYROLL,146000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
209,7,CRP,2020,06,T,SUPERFUND,CRP PAYRASMT_T_OPERATION,8/26/2020 18:24,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YG7,O+A,OPERATIONS AND ADMINISTRATION,FINANCIAL ASSISTANCE/ IAG,G7,TO,10,PAYROLL,11000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
210,7,CRP,2020,06,T,SUPERFUND,CRP SF_BOUNCE3SFEN_PAYR,9/25/2020 19:39,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,10,PAYROLL,70000,FY 2020 PAYROLL REASSESSMENT FY 2020 PAYROLL REASSESSMENT OB ANALYZED THE RESULTS AND SUBMITTED REPROGRAMMINGS TO FIX DEFACTOS. CONTACT: OCFO/OB
211,7,CRP,2021,06,B,EPM,CRP OMS-OB-TRANSITSUBSIDY-REPROGB2,11/4/2020 17:23,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRASTRUCTURE AND OPERATIONS,F2,FROM,10,PAYROLL,64300,OMS TRANSIT SUBSIDY REPROGRAMMING FOR CR #1 TO ESTABLISH A NEW PROGRAM RESULTS CODE (PRC 000YF2X04) IN BUDGET EXECUTION FOR TRANSIT SUBSIDY FUNDING FOR USE IN FY 2021. POC OMS SARAH VANFOSSEN (202-564-2259) AND LAUREL AJABI (202-564-59555)
212,7,CRP,2021,06,B,EPM,CRP OMS-OB-TRANSITSUBSIDY-REPROGB2,11/4/2020 17:23,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF2X04,O+A,OPERATIONS AND ADMINISTRATION,"FACILITIES INFRASTRUCTURE AN : TRANSIT SUBSIDY (HQ, RT)",F2,TO,10,PAYROLL,64300,OMS TRANSIT SUBSIDY REPROGRAMMING FOR CR #1 TO ESTABLISH A NEW PROGRAM RESULTS CODE (PRC 000YF2X04) IN BUDGET EXECUTION FOR TRANSIT SUBSIDY FUNDING FOR USE IN FY 2021. POC OMS SARAH VANFOSSEN (202-564-2259) AND LAUREL AJABI (202-564-59555)
213,7,CRP,2021,06,F,LUST,CRP OMS-OB-TRANSITSUBSIDY-REPROG-F,11/3/2020 17:44,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRASTRUCTURE AND OPERATIONS,F2,FROM,10,PAYROLL,1000,OMS TRANSIT SUBSIDY REPROGRAMMING FOR CR #1 TO ESTABLISH A NEW PROGRAM RESULTS CODE (PRC 000YF2X04) IN BUDGET EXECUTION FOR TRANSIT SUBSIDY FUNDING FOR USE IN FY 2021. POC OMS SARAH VANFOSSEN (202-564-2259) AND LAUREL AJABI (202-564-59555)
